data;origem;tipo;processo;incidente;texto;tipo_epistemico;atribuida_a;resultado;documento_id;pagina;trecho_fonte;contexto
2026-01-06;documento;decisao;Pet 15198;7473336;quebra de sigilo bancário e fiscal dos investigados, no período de 20.10.2020 a 21.10.2025 → deferiu os pedidos de quebra de sigilo bancário e fiscal dos investigados indicados nas manifestações transcritas, nos períodos indicados;;;deferido;183;19;;caso
2026-01-06;documento;decisao;Pet 15198;7473336;sequestro e bloqueio de bens e valores dos investigados, conforme individualização apresentada pela autoridade policial → deferiu os pedidos de sequestro e bloqueio de bens, tal como requeridos pelo Procurador-Geral da República em sua manifestação;;;deferido;183;19;;caso
2026-01-06;documento;decisao;Pet 15198;7473336;expedição do necessário ao cumprimento, com preservação do sigilo dos autos → determinou a expedição do necessário, preservando-se o sigilo dos autos;;;determinado_de_oficio;183;20;;caso
2026-01-08;documento;assercao;Pet 15198;7473336;Consta como andamento a vista à PGR para fins de intimação em 08/01/2026.;fato_processual;;;176;1;Vista à PGR para fins de intimação - 08/01/2026;caso
2026-01-08;documento;assercao;Pet 15198;7473336;A decisão foi proferida em Brasília, em 8 de janeiro de 2026, pelo Ministro Dias Toffoli, relator.;fato_processual;;;188;6;Brasília, 8 de janeiro de 2026. Ministro DIASTOFFOLI Relator;caso
2026-01-08;documento;decisao;Pet 15198;7473336;pedido complementar de busca e apreensão em relação às 39 pessoas físicas e jurídicas elencadas na manifestação, nos endereços indicados pela autoridade policial (e-doc. 16) → deferiu parcialmente os pedidos complementares de busca e apreensão das pessoas elencadas, nos respectivos endereços indicados, exceto em relação aos alvos sob n. 2 (endereço 1), 12 e 33;;;parcialmente_deferido;188;5;;caso
2026-01-08;documento;decisao;Pet 15198;7473336;busca e apreensão no endereço 1 do alvo n. 2 (Daniel Bueno Vorcaro, R. Dr. Ibsen da Costa Manso, 141, São Paulo/SP) → excluiu do deferimento o endereço 1 do alvo n. 2, por já terem sido realizadas diligências de igual jaez, sem que se verifique e justifique neste momento a realização de novas diligências;;;indeferido;188;5;;caso
2026-01-08;documento;decisao;Pet 15198;7473336;busca e apreensão em relação ao alvo n. 12 (André Felipe de Oliveira Seixas Maia) → excluiu do deferimento o alvo n. 12, por já terem sido realizadas diligências de igual jaez, sem que se verifique e justifique neste momento a realização de novas diligências;;;indeferido;188;5;;caso
2026-01-08;documento;decisao;Pet 15198;7473336;busca e apreensão em relação ao alvo n. 33 (Banco Master) → excluiu do deferimento o alvo n. 33, por já terem sido realizadas diligências de igual jaez e por estar a instituição em liquidação extrajudicial, com arquivos e documentos em poder do interventor nomeado pelo Banco Central do Brasil;;;indeferido;188;5;;caso
2026-01-08;documento;decisao;Pet 15198;7473336;expedição do necessário, cumprimento e intimação da Procuradoria-Geral da República e da Polícia Federal → determinou a expedição do necessário, preservado o sigilo dos autos, o cumprimento e a intimação da Procuradoria-Geral da República e da Polícia Federal para cumprimento da decisão;;;determinado_de_oficio;188;6;;caso
2026-01-08;portal;andamento;Inq 5026;7473347;Despacho — 7/1/2026;;;;;;;caso
2026-01-08;portal;andamento;Pet 15198;7473336;Decisão (sigiloso);;;;;;;caso
2026-01-12;documento;assercao;Pet 15198;7473336;Houve ordem subsequente para cumprimento das medidas cautelares no prazo de 24 horas a partir de 12.01.2026.;fato_processual;;;186;1;com ordem subsequente para cumprimento no prazo de 24 horas a partir de 12.01.2026;caso
2026-01-12;documento;assercao;Pet 15198;7473336;O relator observa que eventual frustração do cumprimento das medidas requeridas decorre de inércia exclusiva da POLÍCIA FEDERAL, inclusive diante de inobservância expressa e deliberada de decisão por ele proferida em 12.01.2026.;fundamento_decisorio;Ministro Dias Toffoli (relator);;186;6;eventual frustração do cumprimento das medidas requeridas decorre de inércia exclusiva da POLÍCIA FEDERAL, inclusive diante de INOBSERVÂNCIA EXPRESSA E DELIBERADA DE DECISÃO POR MIM PROFERIDA NA DATA DE 12.01.2026;caso
2026-01-12;documento;assercao;Pet 15198;7473336;Decisão proferida pelo relator em 12.01.2026 determinou a deflagração da presente fase no prazo de 24 horas (e-doc. nº 56, assinado às 14:52 horas e juntado aos autos às 15:15 horas).;fato_processual;;;186;6;DECISÃO POR MIM PROFERIDA NA DATA DE 12.01.2026, QUE DETERMINOU A DEFLAGRAÇÃO DA PRESENTE FASE NO PRAZO DE 24 HORAS (e-doc. nº 56, assinado às 14:52 horas e juntado aos autos às 15:15 horas);caso
2026-01-12;portal;andamento;Pet 15198;7473336;Despacho;;;;;;;caso
2026-01-13;documento;assercao;Pet 15198;7473336;A autoridade policial representou por novas providências urgentes por meio da Pet. 2475/2026, protocolada em 13.01.2026 às 19:13 horas.;fato_processual;;;186;1;a autoridade policial apenas representou por novas providências urgentes por meio da Pet. 2475/2026 - protocolada nesta data (13.01.2026) às 19:13 horas;caso
2026-01-13;documento;assercao;Pet 15198;7473336;O relator deferiu a realização de busca pessoal sobre FABIANO CAMPOS ZETTEL e seus pertences, no local em que ele seja encontrado, provavelmente quando do seu embarque no aeroporto internacional de Guarulhos/SP na noite de 13.01.2026.;fato_processual;;;186;6;1. A realização de BUSCA PESSOAL sobre FABIANO CAMPOS ZETTEL (CPF: 027.818.816-86) e seus pertences, no local em que ele seja encontrado (o que provavelmente se dará quando do seu embarque no aeroporto internacional de Guarulhos/SP na noite de 13.01.2026);caso
2026-01-13;documento;assercao;Pet 15198;7473336;A decisão foi proferida em Brasília, em 13 de janeiro de 2026, e é assinada pelo Ministro Dias Toffoli, relator.;fato_processual;;;186;8;Brasília, 13 de janeiro de 2026. Ministro DIASTOFFOLI Relator;caso
2026-01-13;documento;decisao;Pet 15198;7473336;expedição de mandado de busca pessoal sobre Fabiano Campos Zettel e seus pertences, no local em que ele seja encontrado (Pet. 2475/2026, e-doc nº 74) → deferiu a realização de busca pessoal sobre Fabiano Campos Zettel e seus pertences, no local em que ele seja encontrado, com eventual apreensão de material relacionado e útil à investigação;;;deferido;186;6;;caso
2026-01-13;documento;decisao;Pet 15198;7473336;decretação da prisão temporária de Fabiano Campos Zettel pelo prazo mínimo de um dia → decretou a prisão temporária de Fabiano Campos Zettel até às 07:00 horas de 14.01.2026;;;deferido;186;7;;caso
2026-01-13;documento;decisao;Pet 15198;7473336;decretação da proibição de deixar o país do investigado Fabiano Campos Zettel → impôs medida cautelar diversa da prisão consistente na apreensão de passaporte(s) e na proibição de sair do país, para que o investigado permaneça no Brasil até o fim das investigações;;;deferido;186;7;;caso
2026-01-13;documento;decisao;Pet 15198;7473336;expedição de mandado de busca pessoal sobre Nelson Sequeiros Rodriguez Tanure e seus pertences, no local em que ele seja encontrado → deferiu a realização de busca pessoal sobre Nelson Sequeiros Rodriguez Tanure e seus pertences, no local em que ele seja encontrado, com eventual apreensão de material relacionado e útil à investigação;;;deferido;186;7;;caso
2026-01-13;documento;decisao;Pet 15198;7473336;lacração e acautelamento, na sede do Supremo Tribunal Federal, de todos os bens e materiais apreendidos → determinou que todos os bens e materiais apreendidos por força da decisão anterior e da presente sejam lacrados e acautelados diretamente na sede do Supremo Tribunal Federal, até ulterior determinação;;;determinado_de_oficio;186;8;;caso
2026-01-13;documento;decisao;Pet 15198;7473336;informação, pelo Diretor-Geral do Departamento de Polícia Federal, da razão do descumprimento da ordem anteriormente exarada → determinou que o Diretor-Geral do Departamento de Polícia Federal informe à Corte, no prazo de 24 horas, a razão do descumprimento da ordem anteriormente exarada para cumprimento das medidas no prazo estabelecido;;;determinado_de_oficio;186;8;;caso
2026-01-13;documento;decisao;Pet 15198;7473336;cumprimento da decisão, servindo a própria decisão de mandado → determinou o cumprimento, servindo a decisão de mandado, com oportuna expedição dos documentos correspondentes;;;determinado_de_oficio;186;8;;caso
2026-01-13;documento;decisao;Pet 15198;7473336;publicação da decisão a partir das 12:00 horas do dia 14.01.2026 → determinou a publicação da decisão a partir das 12:00 horas do dia 14.01.2026;;;determinado_de_oficio;186;8;;caso
2026-01-13;portal;andamento;Inq 5026;7473347;Decisão (sigiloso) — em 13/01/2026;;;;;;;caso
2026-01-13;portal;andamento;Pet 15198;7473336;Decisão (sigiloso) — em 12/01/2026;;;;;;;caso
2026-01-13;portal;andamento;Pet 15198;7473336;Decisão (sigiloso) — em 13/01/2026;;;;;;;caso
2026-01-14;documento;assercao;Pet 15556;7514886;A Polícia Federal afirma que a Segunda Fase da Operação Compliance Zero foi deflagrada em 14/01/2026, ocasião em que foi bloqueada a quantia de R$ 2.245.235.850,24.;alegacao_parte;Polícia Federal;;55;25;Segunda Fase da Operação Compliance Zero, deflagrada no dia 14/01/2026, oportunidade em que foi bloqueada a impressionante quantia de R$ 2.245.235.850,24;caso
2026-01-14;documento;assercao;Pet 15198;7473336;Thiago Assumpção Henriques afirma que os pagamentos dos financiamentos continuaram inclusive após a apreensão dos veículos, ocorrida em 14 de janeiro de 2026.;alegacao_parte;Thiago Assumpção Henriques;;140;5;inclusive após a apreensão ocorrida em 14 de janeiro de 2026.;caso
2026-01-14;documento;assercao;Pet 15198;7473336;"Os veículos foram apreendidos durante o cumprimento de mandado de busca e apreensão realizado nas residências dos requerentes em 14/01/2026; os pedidos têm fundamento nos arts. 118 e 120 do Código de Processo Penal.";fato_processual;;;144;4;apreendidos durante o cumprimento de mandado de busca e apreensão realizado nas respectivas residências em 14/01/2026, com fundamento nos arts. 118 e 120 do Código de Processo Penal;caso
2026-01-14;documento;assercao;Pet 15198;7473336;O requerente aduz que colaborou integralmente com a diligência policial realizada em 14/01/2026, indicando espontaneamente os locais de armazenamento dos armamentos, os quais seriam regularmente registrados perante o SINARM e mantidos em conformidade com as exigências do Exército Brasileiro.;alegacao_parte;FERNANDO ALVES VIEIRA (requerente);;157;4;colaborou integralmente com a diligência policial realizada em 14/01/2026, indicando espontaneamente os locais de armazenamento dos armamentos, os quais seriam regularmente registrados perante o SINARM e mantidos em conformidade com as exigências do Exército Brasileiro;caso
2026-01-14;documento;assercao;Pet 15198;7473336;"É registrado nos autos o andamento ""Vista à PGR para fins de intimação"", datado de 14/01/2026.";fato_processual;;;173;1;Vista à PGR para fins de intimação - 14/01/2026;caso
2026-01-14;documento;assercao;Pet 15198;7473336;"Consta o andamento ""Vista à PGR para fins de intimação"", registrado em 14/01/2026.";fato_processual;;;174;1;Vista à PGR para fins de intimação - 14/01/2026;caso
2026-01-14;documento;assercao;Pet 15198;7473336;Houve vista à PGR para fins de intimação em 14/01/2026.;fato_processual;;;175;1;Vista à PGR para fins de intimação - 14/01/2026;caso
2026-01-14;documento;assercao;Pet 15198;7473336;O Procurador-Geral da República relata que, em 14.1.2026, a Procuradoria-Geral da República manifestou-se pela reconsideração da determinação de lacração e acautelamento do material na sede do Supremo Tribunal Federal, requerendo que os materiais apreendidos permanecessem sob custódia da autoridade policial.;alegacao_parte;Procurador-Geral da República;;185;1;Em 14.1.2026, a Procuradoria-Geral da República manifestou-se pela reconsideração da determinação de lacração e acautelamento do material na sede do Supremo Tribunal Federal, requerendo fosse autorizado que os materiais apreendidos permanecessem sob custódia da autoridade policial.;caso
2026-01-14;documento;assercao;Pet 15198;7473336;O despacho foi proferido em Brasília, em 14 de janeiro de 2026, pelo Ministro Dias Toffoli, relator.;fato_processual;;;185;3;Brasília, 14 de janeiro de 2026. Ministro DIASTOFFOLI Relator;caso
2026-01-14;documento;assercao;Pet 15198;7473336;A Polícia Federal afirma que, em monitoramento aos investigados formalizado na Informação de Polícia Judiciária nº 14/2026-UADIP/DELECOR/DRPJ/SR/PF/SP, verificou-se que FABIANO CAMPOS ZETTEL possui passagem aérea internacional com destino a Dubai, nos Emirados Árabes Unidos, marcada para a madrugada de 14.1.2026 (00:50hrs).;alegacao_parte;Polícia Federal;;186;2;verificou-se que FABIANO CAMPOS ZETTEL (CPF: 027.818.816-86) possui passagem aérea internacional com destino a Dubai, nos Emirados Árabes Unidos, marcada para a madrugada do dia 14.1.2026;caso
2026-01-14;documento;assercao;Pet 15198;7473336;A Polícia Federal requer a prisão temporária pelo prazo mínimo de um dia, porquanto, tão logo efetivadas as demais medidas ostensivas, poderá ser determinada a liberdade do investigado a partir das 6 horas do dia 14.1.2026.;alegacao_parte;Polícia Federal;;186;3;se requer a prisão temporária pelo prazo mínimo de um dia, porquanto tão logo efetivadas as demais medidas ostensivas de cumprimento dos mandados judiciais poderá ser determinada a liberdade do investigado (a partir das 6 horas do dia 14.1.2026).;caso
2026-01-14;documento;assercao;Pet 15198;7473336;A Polícia Federal afirma que consta da Informação de Polícia Judiciária nº 14/2026-UADIP/DELECOR/DRPJ/SR/PF/SP que NELSON SEQUEIROS RODRIGUEZ TANURE possui passagem aérea agendada para a manhã do dia 14.1.2026, às 7:30 hrs, com destino a Curitiba/PR.;alegacao_parte;Polícia Federal;;186;3;NELSON SEQUEIROS RODRIGUEZ TANURE (CPF: 041.747.715-53) possui passagem aérea agendada para a manhã do dia 14.1.2026 (dia do cumprimento das medidas), às 7:30 hrs, com destino a Curitiba/PR.;caso
2026-01-14;documento;assercao;Pet 15198;7473336;O relator decretou a prisão temporária de FABIANO CAMPOS ZETTEL até às 07:00 horas de 14.01.2026.;fato_processual;;;186;7;3. A decretação da PRISÃO TEMPORÁRIA em desfavor do FABIANO CAMPOS ZETTEL (CPF: 027.818.816-86), até às 07:00 horas de 14.01.2026;caso
